"Tiempo","Series 1"
"2020-12-18 08:00:55",832
"2020-12-18 08:00:57",831
"2020-12-18 08:00:58",832
"2020-12-18 08:00:59",829
"2020-12-18 08:01:00",829
"2020-12-18 08:01:00",829
"2020-12-18 08:01:02",828
"2020-12-18 08:01:03",829
"2020-12-18 08:01:03",829
"2020-12-18 08:01:05",830
"2020-12-18 08:01:06",826
"2020-12-18 08:01:06",831
"2020-12-18 08:01:07",831
"2020-12-18 08:01:09",831
"2020-12-18 08:01:09",832
"2020-12-18 08:01:10",833
"2020-12-18 08:01:12",834
"2020-12-18 08:01:12",834
"2020-12-18 08:01:14",834
"2020-12-18 08:01:15",833
"2020-12-18 08:01:16",834
"2020-12-18 08:01:17",834
"2020-12-18 08:01:17",833
"2020-12-18 08:01:18",833
"2020-12-18 08:01:20",833
"2020-12-18 08:01:21",833
"2020-12-18 08:01:22",832
"2020-12-18 08:01:22",832
"2020-12-18 08:01:23",832
"2020-12-18 08:01:24",831
"2020-12-18 08:01:26",831
"2020-12-18 08:01:26",988
"2020-12-18 08:01:27",1024
"2020-12-18 08:01:29",1024
"2020-12-18 08:01:29",1024
"2020-12-18 08:01:30",954
"2020-12-18 08:01:31",874
"2020-12-18 08:01:33",856
"2020-12-18 08:01:34",852
"2020-12-18 08:01:35",849
"2020-12-18 08:01:35",849
"2020-12-18 08:01:36",848
"2020-12-18 08:01:37",849
"2020-12-18 08:01:38",849
"2020-12-18 08:01:39",849
"2020-12-18 08:01:40",849
"2020-12-18 08:01:42",849
"2020-12-18 08:01:43",849
"2020-12-18 08:01:44",849
"2020-12-18 08:01:44",849
"2020-12-18 08:01:45",849
"2020-12-18 08:01:47",849
"2020-12-18 08:01:48",849
"2020-12-18 08:01:48",849
"2020-12-18 08:01:50",849
"2020-12-18 08:01:51",850
"2020-12-18 08:01:52",849
"2020-12-18 08:01:53",849
"2020-12-18 08:01:53",849
"2020-12-18 08:01:54",847
"2020-12-18 08:01:55",845
"2020-12-18 08:01:56",847
"2020-12-18 08:01:57",845
"2020-12-18 08:01:59",847
"2020-12-18 08:01:59",847
"2020-12-18 08:02:00",849
"2020-12-18 08:02:01",848
"2020-12-18 08:02:03",849
"2020-12-18 08:02:04",849
"2020-12-18 08:02:05",848
"2020-12-18 08:02:05",849
"2020-12-18 08:02:07",849
"2020-12-18 08:02:08",849
"2020-12-18 08:02:09",849
"2020-12-18 08:02:10",849
"2020-12-18 08:02:11",849
"2020-12-18 08:02:12",848
"2020-12-18 08:02:13",848
"2020-12-18 08:02:13",845
"2020-12-18 08:02:15",848
"2020-12-18 08:02:15",848
"2020-12-18 08:02:16",845
"2020-12-18 08:02:17",847
"2020-12-18 08:02:19",846
"2020-12-18 08:02:19",846
"2020-12-18 08:02:21",846
"2020-12-18 08:02:22",843
"2020-12-18 08:02:22",845
"2020-12-18 08:02:24",848
"2020-12-18 08:02:24",849
"2020-12-18 08:02:26",849
"2020-12-18 08:02:27",850
"2020-12-18 08:02:27",852
"2020-12-18 08:02:28",852
"2020-12-18 08:02:29",852
"2020-12-18 08:02:30",852
"2020-12-18 08:02:32",852
"2020-12-18 08:02:32",852
"2020-12-18 08:02:34",852
"2020-12-18 08:02:34",850
"2020-12-18 08:02:35",852
"2020-12-18 08:02:36",852
"2020-12-18 08:02:37",852
"2020-12-18 08:02:38",850
"2020-12-18 08:02:40",852
"2020-12-18 08:02:41",852
"2020-12-18 08:02:42",852
"2020-12-18 08:02:43",852
"2020-12-18 08:02:43",852
"2020-12-18 08:02:45",852
"2020-12-18 08:02:45",852
"2020-12-18 08:02:46",852
"2020-12-18 08:02:47",852
"2020-12-18 08:02:48",852
"2020-12-18 08:02:49",852
"2020-12-18 08:02:50",852
"2020-12-18 08:02:52",852
